Frame,Visibility,X,Y,Time
118,0,0,0,00:00:03.933333333333333
119,0,0,0,00:00:03.966666666666667
120,0,0,0,00:00:04.0
121,0,0,0,00:00:04.033333333333333
122,1,542,628,00:00:04.066666666666666
123,1,547,628,00:00:04.1
124,1,551,628,00:00:04.133333333333333
125,1,557,626,00:00:04.166666666666667
126,1,561,633,00:00:04.2
127,1,566,633,00:00:04.233333333333333
128,1,570,637,00:00:04.266666666666667
129,1,573,637,00:00:04.3
130,1,577,642,00:00:04.333333333333333
131,1,581,646,00:00:04.366666666666666
132,1,585,651,00:00:04.4
133,1,588,655,00:00:04.433333333333334
134,1,591,660,00:00:04.466666666666667
135,1,594,664,00:00:04.5
136,1,597,673,00:00:04.533333333333333
137,1,601,680,00:00:04.566666666666666
138,1,603,682,00:00:04.6
139,1,606,691,00:00:04.633333333333333
140,1,608,695,00:00:04.666666666666667
141,1,611,704,00:00:04.7
142,1,613,713,00:00:04.733333333333333
143,1,615,715,00:00:00.0
144,1,618,726,00:00:00.0
145,1,619,735,00:00:00.0
146,1,621,740,00:00:00.0
147,1,624,751,00:00:00.0
148,1,625,757,00:00:00.0
149,1,622,764,00:00:00.0
150,0,0,0,00:00:00.0
151,0,0,0,00:00:00.0
152,0,0,0,00:00:00.0
153,0,0,0,00:00:00.0
154,0,0,0,00:00:00.0
155,1,575,784,00:00:00.0
156,1,589,793,00:00:00.0
157,1,587,793,00:00:00.0
158,1,590,726,00:00:00.0
159,0,0,0,00:00:00.0
160,0,0,0,00:00:00.0
161,0,0,0,00:00:00.0
162,0,0,0,00:00:00.0
163,0,0,0,00:00:00.0
164,0,0,0,00:00:00.0
165,0,0,0,00:00:00.0
166,0,0,0,00:00:00.0
167,0,0,0,00:00:00.0
168,0,0,0,00:00:00.0
169,0,0,0,00:00:00.0
170,0,0,0,00:00:00.0
171,0,0,0,00:00:00.0
172,0,0,0,00:00:00.0
173,0,0,0,00:00:00.0
174,1,581,837,00:00:00.0
175,1,581,840,00:00:00.0
176,1,582,842,00:00:00.0
177,1,583,855,00:00:00.0
178,1,584,860,00:00:00.0
179,1,584,864,00:00:00.0
