Frame,Visibility,X,Y,Time
433,0,0,0,00:00:15.4
434,1,1755,1005,00:00:15.44
435,0,0,0,00:00:15.48
436,0,0,0,00:00:15.52
437,0,0,0,00:00:15.56
438,0,0,0,00:00:15.64
439,0,0,0,00:00:15.68
440,0,0,0,00:00:15.72
441,0,0,0,00:00:15.76
442,0,0,0,00:00:15.8
443,0,0,0,00:00:15.84
444,0,0,0,00:00:15.88
445,0,0,0,00:00:15.92
446,0,0,0,00:00:16.0
447,0,0,0,00:00:16.04
448,0,0,0,00:00:16.080000000000002
449,0,0,0,00:00:16.12
450,0,0,0,00:00:16.32
451,0,0,0,00:00:16.36
452,0,0,0,00:00:16.4
453,0,0,0,00:00:16.4
454,0,0,0,00:00:16.44
455,0,0,0,00:00:16.48
